keyword,embedding
궁금,"[-0.17812271416187286, -0.4721238613128662, 0.013873838819563389, -0.03234126418828964, 0.9145100116729736, 0.07715737819671631, 0.2280529886484146, 0.2752409875392914, 0.3918676972389221, -0.4744706451892853, -0.32568034529685974, -0.4656215310096741, -0.15588505566120148, 0.2144499570131302, -0.03453744202852249, 0.4214427173137665, 0.2843666970729828, 1.1794506311416626, 0.2856694459915161, 0.09558665007352829, 0.4115363657474518, -0.29944750666618347, 0.38158056139945984, -0.7871822118759155, 0.3518529236316681, -0.17039914429187775, 0.5302455425262451, 0.3968910574913025, 0.6126006245613098, -0.08076153695583344, -0.6061585545539856, 0.23606476187705994, 0.18367688357830048, -0.7870640754699707, -0.6170357465744019, 0.27118992805480957, 0.48716336488723755, -0.16937220096588135, -0.7476514577865601, -1.3316171169281006, -0.724881649017334, -0.44154009222984314, 0.0055348193272948265, -0.8595983982086182, 0.2109069675207138, -0.343096524477005, 0.6729169487953186, 0.3894061744213104, 0.19935637712478638, -0.46225905418395996, 0.04085735231637955, -0.4833373427391052, 0.11915422230958939, 0.35041770339012146, -0.07191687077283859, -0.1374928057193756, 0.3300950527191162, 1.0635347366333008, 0.45793721079826355, -0.2501317262649536, -0.8601553440093994, 0.14229567348957062, 0.4202781617641449, 0.9352129101753235, -0.30802783370018005, -0.22005213797092438, -0.4085744321346283, 0.1237395703792572, -1.0355939865112305, 0.5412854552268982, -0.8491607308387756, -0.20596423745155334, -0.3284444510936737, -1.1420793533325195, 0.36024487018585205, 0.48415467143058777, -0.07479053735733032, -0.07888158410787582, -0.492387056350708, 0.6174425482749939, -0.1704200953245163, 0.4129079282283783, -0.02496633306145668, 0.5479046106338501, 0.12691564857959747, -0.32344168424606323, -0.11897359043359756, -0.022713130339980125, 0.500182032585144, -0.5097774267196655, 0.45776739716529846, -0.6178402900695801, -0.35693123936653137, 0.6011544466018677, 0.3244714140892029, 0.31978273391723633, 0.2427358627319336, 0.10793183743953705, 0.8567405939102173, 0.5798029899597168]"
특별,"[0.05782240256667137, -0.1065165102481842, -0.6785550117492676, 0.06376662105321884, 0.8812717795372009, 0.5760995149612427, 0.5505605340003967, -0.35549867153167725, -0.05825985223054886, -0.2993122935295105, -0.0537090077996254, 0.08421417325735092, -0.1262945681810379, -0.19413846731185913, -0.0777432918548584, 0.8842092752456665, 0.7409440279006958, -0.0041077109053730965, 0.6500475406646729, -0.21599136292934418, 0.29182150959968567, 0.07235640287399292, 0.5667031407356262, -0.24338765442371368, 0.10539459437131882, 0.1595284342765808, -0.3256278932094574, 0.3246711194515228, 0.09075570851564407, 0.5664029717445374, -0.5739418864250183, 0.07677672803401947, -0.1014847606420517, 0.11094225943088531, -0.07505105435848236, -0.13743111491203308, 0.3519703447818756, -0.9522353410720825, -0.3797128200531006, -0.564745306968689, -0.12236093729734421, 0.08717850595712662, 0.2338058203458786, -0.8306059837341309, 0.13711346685886383, -0.14195363223552704, 0.09053095430135727, 0.8490657806396484, -0.5010535717010498, -0.04264433681964874, -0.4138992726802826, -0.2915802299976349, -0.06150534749031067, 0.504406213760376, 0.3971324563026428, 0.3123575448989868, 0.11405786126852036, 0.20752662420272827, 0.1951787918806076, -0.4249860942363739, -0.6487083435058594, 0.03195695951581001, 0.6035758256912231, -0.1850343942642212, -0.26027750968933105, -0.4690825939178467, -0.13989464938640594, -0.11284273117780685, 0.08569536358118057, -0.38010603189468384, 0.15683124959468842, 0.25530752539634705, 0.3816949427127838, -0.30981892347335815, 0.44178885221481323, -0.0395871177315712, -0.34956464171409607, -0.31468528509140015, -0.3107130527496338, -0.004595831502228975, -0.6013054847717285, 0.0557781346142292, 0.19476443529129028, 0.47816720604896545, 0.23211099207401276, 0.15805931389331818, 0.621204674243927, -0.19784069061279297, -0.32211899757385254, -0.033769167959690094, 0.759022057056427, 0.523350179195404, -0.15630477666854858, 0.036435116082429886, -0.048068929463624954, 0.8423448801040649, -0.20927898585796356, 0.19222396612167358, -0.041932880878448486, -0.45303675532341003]"
넉넉,"[0.5563290119171143, -0.5111212134361267, -0.15363314747810364, -0.4348068833351135, 0.06421192735433578, 0.313394159078598, 0.8049403429031372, 0.08266161382198334, 0.8527891635894775, 0.05295126140117645, -0.37339022755622864, -0.2642487585544586, -0.8191324472427368, -0.27411088347435, 0.41874825954437256, 0.5998853445053101, -0.025087252259254456, 0.01982194185256958, 0.022381722927093506, 0.014272763393819332, -0.07869749516248703, 0.29971158504486084, 0.2571876645088196, -0.562545657157898, 0.21338345110416412, -0.0701112300157547, 0.5472949147224426, 0.22233909368515015, -0.2690984606742859, 0.028355935588479042, -0.2535584568977356, -0.13937810063362122, -0.20619216561317444, 0.4668828845024109, 0.36977580189704895, 0.45862871408462524, 0.1764143854379654, -0.6916460394859314, -0.09748367220163345, -0.7514870166778564, -0.90666264295578, -0.4797668755054474, 0.15558482706546783, -0.2515786290168762, 0.15901261568069458, -0.13221508264541626, 0.8805316090583801, 0.45136815309524536, -0.19717660546302795, -0.4536633789539337, 0.25378695130348206, -0.008199234493076801, -0.8692954778671265, 0.49655359983444214, 0.11778263002634048, 0.8926030397415161, 0.30981388688087463, 0.46398627758026123, 0.0011588840279728174, 0.2031996101140976, -0.3454383611679077, -0.13239820301532745, 0.5921810865402222, 0.10269467532634735, -0.5987889766693115, 0.5636855959892273, -0.11871848255395889, 0.11310849338769913, -0.30500608682632446, 0.38305753469467163, -0.35846051573753357, -0.2585669755935669, -0.33469724655151367, -0.36510342359542847, 0.6591312289237976, -0.16168418526649475, -0.13178716599941254, -0.12135906517505646, -0.039679888635873795, 0.43086063861846924, -0.47045451402664185, -0.31932857632637024, 0.1667749583721161, -0.1802825927734375, -0.25197407603263855, 0.17291615903377533, 0.20260468125343323, -0.18185842037200928, 0.446353018283844, -0.4729311764240265, 0.5698696374893188, 0.48667365312576294, 0.2964141070842743, 0.019032077863812447, 0.001781995641067624, 0.5826291441917419, 0.47063687443733215, 0.07966070622205734, 0.3837885558605194, -0.09549333900213242]"
미끈,"[0.0035026755649596453, -0.3082376718521118, -0.3329938054084778, -0.14924998581409454, 0.4449138045310974, 0.15506206452846527, 0.35430580377578735, -0.09582297503948212, 0.18838277459144592, 0.1702398806810379, -0.0010442642960697412, -0.20237985253334045, -0.5400935411453247, -0.1530897319316864, 0.16727907955646515, 0.37683603167533875, -0.4476061463356018, 0.29076439142227173, 0.5162668228149414, -0.07983686029911041, -0.3789192736148834, 0.30875828862190247, -0.011095024645328522, 0.03965627774596214, -0.00012175827578175813, 0.17718754708766937, 0.21929405629634857, -0.3014383912086487, -0.17251567542552948, 0.017946453765034676, -0.11264229565858841, 0.19605913758277893, 0.014924258925020695, 0.13751132786273956, -0.030119704082608223, 0.4579106569290161, 0.30715250968933105, -0.2126789391040802, 0.08693058788776398, -0.1901516169309616, -0.295919805765152, -0.2216803878545761, -0.036384306848049164, -0.020442932844161987, -0.12441229075193405, 0.09640055894851685, 0.2755798399448395, 0.5100319385528564, -0.25583016872406006, -0.3481578230857849, -0.08889574557542801, 0.11105244606733322, -0.2572036385536194, 0.18503499031066895, -0.1404082179069519, 0.4293353259563446, 0.16018839180469513, 0.03342397138476372, 0.28282609581947327, 0.12590807676315308, -0.5442140698432922, 0.32509487867355347, 0.09838730096817017, 0.1278676986694336, -0.1318579763174057, 0.369522362947464, -0.01812147907912731, 0.1198139414191246, -0.17123977839946747, -0.006069924216717482, -0.36319902539253235, -0.2826295495033264, 0.07918509840965271, 0.009915313683450222, 0.006804526783525944, -0.18519265949726105, -0.1203494518995285, 0.07609424740076065, 0.026499532163143158, 0.06678219884634018, 0.029524266719818115, -0.2800689935684204, -0.09643829613924026, 0.012629693374037743, 0.19742107391357422, 0.3057151138782501, -0.18409974873065948, 0.1761947125196457, 0.31669068336486816, -0.09890180081129074, 0.08613253384828568, -0.007152135483920574, 0.0407397635281086, 0.3881908059120178, -0.39054039120674133, 0.29674017429351807, 0.36973443627357483, -0.05599036067724228, 0.034954603761434555, 0.11130844056606293]"
말끔,"[0.0626230463385582, -0.48140448331832886, -0.20122627913951874, -0.1937902867794037, 0.25251272320747375, 0.15163147449493408, 0.17247067391872406, -0.10379473119974136, 0.3024669289588928, -0.038658320903778076, -0.11510388553142548, -0.15758372843265533, -0.2925507724285126, 0.24158380925655365, 0.4195214509963989, 0.504391610622406, -0.2568129599094391, 0.36641132831573486, 0.2454022318124771, 0.0817994624376297, -0.30922019481658936, -0.17496103048324585, 0.16772539913654327, -0.009360590018332005, 0.14174531400203705, -0.1174715906381607, 0.357433944940567, -0.2722564935684204, 0.2640610337257385, 0.21884547173976898, -0.5765120387077332, -0.07184737920761108, -0.28473249077796936, -0.15965375304222107, -0.001999586820602417, 0.4142623543739319, 0.22211973369121552, -0.2282746285200119, -0.2631775140762329, -0.46706682443618774, -0.45524346828460693, -0.3838578164577484, 0.05109604075551033, -0.3913021683692932, 0.015176357701420784, -0.0035103417467325926, 0.8323861360549927, 0.3575130105018616, 0.0687299370765686, -0.26380547881126404, -0.33784961700439453, 0.00033755492768250406, -0.3632308840751648, 0.13862773776054382, 0.32243624329566956, 0.1550159752368927, -0.03693774342536926, 0.42623236775398254, 0.4789118766784668, -0.11621338129043579, -0.392283171415329, 0.4084588587284088, 0.36952054500579834, 0.3411611318588257, -0.24350163340568542, -0.008417203091084957, -0.09818299114704132, 0.1850357949733734, -0.12458759546279907, -0.13594619929790497, -0.5183831453323364, -0.43618452548980713, 0.17600104212760925, -0.09730800241231918, 0.0722322016954422, -0.13150762021541595, -0.021967994049191475, 0.015340396203100681, -0.25581255555152893, -0.025114869698882103, -0.3769993185997009, -0.28485560417175293, 0.14970378577709198, 0.1856660693883896, 0.043412819504737854, 0.3245580196380615, -0.14968241751194, -0.1286749243736267, 0.2983643114566803, -0.5702335238456726, 0.48108068108558655, -0.07034281641244888, -0.0002024999266723171, 0.4907044768333435, -0.2505240738391876, 0.21564236283302307, 0.3557860851287842, 0.0352313257753849, 0.3127022683620453, 0.04892437160015106]"
달콤,"[0.3860846757888794, -0.20757055282592773, -0.14205892384052277, 0.375725656747818, 0.8147021532058716, 0.17775000631809235, -0.5832815170288086, -0.3791985511779785, 0.5023285150527954, -0.03747234493494034, -0.16324931383132935, -0.33888760209083557, -0.5894821286201477, 0.07399792224168777, 0.46543797850608826, 0.7478061318397522, 0.2012590765953064, 0.5822488069534302, 0.31958481669425964, 0.07718372344970703, -0.1590290367603302, 0.9206455945968628, -0.14216338098049164, -0.05207597091794014, -0.16754327714443207, -0.6289382576942444, -0.33972710371017456, 0.0349913015961647, 0.617381751537323, 0.11145713925361633, -0.12171192467212677, 0.3604714870452881, 0.12875965237617493, -0.25150665640830994, 0.026574062183499336, -0.16171269118785858, 0.2542513608932495, -0.530519962310791, -1.0579679012298584, -1.2463836669921875, -0.3715290129184723, -0.46361619234085083, -0.22098514437675476, -0.5936388969421387, 0.5300779938697815, 0.4212659001350403, 0.35636410117149353, 0.12265601754188538, -0.9418631196022034, -0.34160780906677246, 0.15542323887348175, 0.16244123876094818, 0.2340705841779709, 0.8578582406044006, 0.009643873199820518, 0.28351736068725586, 0.2791646420955658, 0.9700959324836731, -0.10030797123908997, 0.09313242137432098, -0.6845546960830688, -0.03313890099525452, -0.3260713815689087, -0.09056547284126282, -1.2703229188919067, 0.44872233271598816, 0.18024089932441711, 0.05571563169360161, 0.2625012695789337, -0.26783618330955505, -0.5802890658378601, -0.7983075976371765, -0.03993860259652138, 0.23676171898841858, 0.6922699213027954, -0.02394982986152172, 0.16061259806156158, 0.2205326408147812, -0.7302753925323486, 0.08044610172510147, -0.415656715631485, -1.0283842086791992, 0.36904558539390564, 0.22128979861736298, 0.1506018340587616, 0.04452360421419144, -0.19397276639938354, -0.35617318749427795, 0.3229193389415741, -0.29426199197769165, -0.0548030361533165, -0.8841192722320557, 0.012069429270923138, 0.13443882763385773, -0.7643283009529114, 0.9865201711654663, -0.12956081330776215, -0.4237222671508789, 0.04305446147918701, -0.3490138649940491]"
더부룩,"[-0.0021850394550710917, -0.3360596001148224, -0.23783627152442932, -0.07228271663188934, 0.3929421305656433, 0.14321666955947876, 0.13872751593589783, -0.1512596309185028, 0.1928526759147644, 0.03251498565077782, -0.055960219353437424, -0.19970598816871643, -0.5081582069396973, -0.13394993543624878, 0.18709808588027954, 0.3471982181072235, -0.19022606313228607, 0.27580246329307556, 0.3203237056732178, -0.12200942635536194, -0.26589539647102356, 0.2344294935464859, 0.051023513078689575, 0.1879929155111313, -0.03780614957213402, 0.2141687273979187, 0.09960976243019104, -0.30841565132141113, -0.12763309478759766, -0.03406341373920441, -0.12179821729660034, 0.14063894748687744, -0.05339156091213226, 0.03503333777189255, 0.04129721224308014, 0.3324970602989197, 0.1844436079263687, -0.11577664315700531, -0.11873572319746017, -0.2047402262687683, -0.13940876722335815, -0.2664361000061035, -0.015640027821063995, -0.2688957154750824, -0.06285466253757477, 0.03743063285946846, 0.34828540682792664, 0.4825189411640167, -0.33228105306625366, -0.2748366594314575, -0.1028251051902771, 0.0410599559545517, -0.0055826338939368725, 0.09041168540716171, -0.13776108622550964, 0.34660953283309937, 0.17402349412441254, 0.009198206476867199, 0.12155835330486298, 0.07153204083442688, -0.49664369225502014, 0.2633652687072754, 0.11426471173763275, 0.1962733119726181, -0.18587571382522583, 0.3775915205478668, 0.057842087000608444, 0.04845627024769783, -0.15435463190078735, -0.05798673629760742, -0.43519070744514465, -0.11656171083450317, 0.06255890429019928, 0.07948703318834305, 0.03228854015469551, -0.20876304805278778, -0.006155987270176411, 0.12124770879745483, -0.03570045530796051, 0.05363837257027626, 0.15640564262866974, -0.14838756620883942, 0.03077123872935772, -0.025663956999778748, 0.008113451302051544, 0.19863814115524292, -0.08509436249732971, 0.13569675385951996, 0.2339482605457306, -0.1814325451850891, 0.12438390403985977, -0.029073607176542282, -0.0711173489689827, 0.4739525020122528, -0.18104085326194763, 0.33417969942092896, 0.21161223948001862, -0.035429179668426514, 0.17506720125675201, 0.12974028289318085]"
비릿,"[0.17736302316188812, -0.25749701261520386, -0.2661534547805786, -0.13072308897972107, 0.3996201455593109, 0.08762199431657791, 0.07887610048055649, -0.16311632096767426, 0.16845983266830444, 0.0604788176715374, -0.05111544951796532, -0.15113133192062378, -0.29672664403915405, 0.004019371699541807, 0.17917004227638245, 0.2883632481098175, -0.12041407823562622, 0.3942630887031555, 0.36264681816101074, 0.031484588980674744, -0.10849582403898239, 0.30784451961517334, -0.031542953103780746, 0.09575948119163513, 0.1411125808954239, 0.1647200733423233, -0.03510168939828873, -0.32653793692588806, -0.010471152141690254, 0.16529548168182373, -0.07811859995126724, 0.23352505266666412, -0.031859785318374634, -0.03250847011804581, 0.09415741264820099, 0.1998695731163025, 0.23167476058006287, -0.049495965242385864, -0.1615494340658188, -0.32662099599838257, -0.1370532363653183, -0.23433339595794678, 0.028165068477392197, -0.06421773135662079, -0.05860317125916481, 0.03347998857498169, 0.2746094763278961, 0.3572081923484802, -0.10224376618862152, -0.07833994179964066, -0.08494152873754501, 0.07085888087749481, -0.2013661116361618, 0.15515683591365814, 0.030796770006418228, 0.4226168990135193, 0.07801690697669983, 0.23830349743366241, 0.33480480313301086, 0.12021715939044952, -0.3289169371128082, 0.1390930712223053, 0.12299225479364395, 0.06196131929755211, -0.27391743659973145, 0.312086820602417, 0.0934034213423729, -0.05031624808907509, -0.12373445928096771, -0.09567499905824661, -0.4277306795120239, -0.20555056631565094, -0.02640310302376747, 0.11947736144065857, 0.1257675588130951, -0.05220208689570427, -0.07337496429681778, 0.16073653101921082, -0.14358064532279968, 0.18928760290145874, -0.06951994448900223, -0.1175244078040123, 0.03635282441973686, 0.14459443092346191, 0.05222257971763611, 0.07500091940164566, -0.38666561245918274, 0.047270335257053375, 0.34127911925315857, -0.04901443421840668, 0.05459641292691231, -0.06587989628314972, 0.18716686964035034, 0.2853997051715851, -0.12532271444797516, 0.22228816151618958, -0.0015440265415236354, -0.043756790459156036, -0.048859015107154846, 0.09806506335735321]"
수월,"[0.06511835008859634, -0.6125704646110535, -0.3444119095802307, -0.4522029161453247, 0.26673275232315063, -0.34517908096313477, 0.553443193435669, -0.34600552916526794, 0.011103862896561623, -0.3584558367729187, -0.30316251516342163, 0.20501486957073212, -0.3991621732711792, 0.13437503576278687, 0.4033537805080414, 0.865232527256012, -0.6920192837715149, 0.2507762312889099, 0.19278228282928467, 0.5320252776145935, -0.557073712348938, 0.8100070357322693, 0.3875173032283783, -0.07614137977361679, -0.12961487472057343, 0.05266730487346649, 0.6151376962661743, 0.32144615054130554, 0.41758543252944946, 0.5132886171340942, -0.2235250473022461, -0.17085057497024536, 0.10547611117362976, -0.22704236209392548, -0.09775193780660629, 0.39598169922828674, 0.5373589992523193, -0.628749668598175, -0.3466743230819702, -1.1109628677368164, -0.6258631348609924, -0.07142219692468643, 0.56047123670578, -0.14212626218795776, -0.2651233375072479, 0.07839310169219971, 0.08011773973703384, 0.527007520198822, 0.01289592869579792, -0.2834000587463379, -0.1057412251830101, -0.31693795323371887, -0.4435836970806122, 0.667560338973999, 0.04654591530561447, -0.17433786392211914, -0.165618896484375, 0.3432841897010803, 0.4114149212837219, 0.3818390369415283, -0.19053404033184052, -0.22199198603630066, 0.3457430601119995, 0.7904473543167114, -0.1733320653438568, 0.21553145349025726, -0.28208428621292114, 0.03395003452897072, -0.15704572200775146, -0.4675501883029938, -0.5636813640594482, -0.4132108688354492, 0.13296256959438324, -1.1301074028015137, 0.22945725917816162, 0.09378665685653687, -0.44660621881484985, 0.2741711437702179, -0.4184458553791046, 0.24388009309768677, 0.4146905541419983, 0.42827072739601135, 0.4598753750324249, 0.042630791664123535, -0.26225823163986206, -0.15693344175815582, 0.08258772641420364, -0.13627858459949493, -0.16174815595149994, -0.5120236873626709, 0.6626514792442322, 0.23228761553764343, 0.23961800336837769, -0.0802912563085556, 0.23987343907356262, 0.3058420717716217, 0.012274356558918953, 0.2107006311416626, 0.1616591513156891, -0.40211907029151917]"
심심,"[0.2818359434604645, -0.7755412459373474, -0.25055816769599915, -0.6162363886833191, 0.39970663189888, -0.1182449609041214, 0.7118496298789978, -0.15659284591674805, 0.5014708042144775, -0.19714629650115967, 0.0407116524875164, -0.2738580107688904, 0.5134361982345581, 0.288604736328125, 0.13814373314380646, 0.8689445853233337, -0.311116099357605, 1.0563877820968628, 0.23011340200901031, -0.19950784742832184, -0.04188117757439613, -0.06296268105506897, 0.616987943649292, -0.20021674036979675, 0.36694836616516113, 0.18029531836509705, 0.3936519920825958, 0.14105823636054993, 0.33131250739097595, 0.6600792407989502, -0.04767099767923355, 0.47392168641090393, -0.07443422824144363, -0.07567576318979263, 0.011448009870946407, 0.5584191679954529, 0.24114592373371124, -0.08450678735971451, -0.5524934530258179, -1.0695900917053223, -0.561065673828125, -0.3700914978981018, -0.37934088706970215, -0.5148982405662537, 0.09975531697273254, 0.3293873965740204, 0.5739278793334961, 0.08115317672491074, 0.5093178749084473, 0.06850827485322952, 0.15518543124198914, 0.16996058821678162, 0.04500601813197136, 0.40085306763648987, 0.3931444585323334, 0.417154997587204, 0.10242708027362823, 0.5341638922691345, -0.10880012810230255, 0.014142680913209915, -0.7124203443527222, -0.10235992074012756, -0.0593431331217289, 0.1301460862159729, -0.504149317741394, -0.02407231368124485, 0.4672444462776184, 0.5213068723678589, -0.3831506073474884, -0.4011777639389038, -0.5435885190963745, -0.30858299136161804, -0.11740367114543915, -0.0935954600572586, 0.35540369153022766, 0.2367629110813141, 0.3181127905845642, 0.4027350842952728, -0.560163676738739, 0.36318618059158325, -0.18500398099422455, 0.08271252363920212, -0.051796626299619675, -0.009052603505551815, 0.22210097312927246, 0.5633565187454224, -0.32155394554138184, -0.05712774768471718, 0.23734720051288605, -0.6591996550559998, 0.3254305124282837, 0.4072577953338623, -0.22150318324565887, 0.5402654409408569, 0.33664801716804504, 0.24576307833194733, -0.16291800141334534, 0.26960989832878113, 0.2945976257324219, 0.3599245548248291]"
꾸준,"[0.0019327838672325015, -0.6591993570327759, -0.27340519428253174, 0.1598111093044281, 0.07418204098939896, 0.01090495940297842, 0.2245073914527893, -0.3089909553527832, 0.43323302268981934, 0.22985167801380157, 0.1658264398574829, -0.644416093826294, -0.5520729422569275, 0.8093624114990234, 0.35339727997779846, 0.4042380750179291, -0.22649632394313812, 0.7896004915237427, 0.4160670340061188, 0.17412129044532776, -0.11544822156429291, 0.7293267250061035, 0.8799952864646912, 0.10556447505950928, -0.06331203877925873, -0.4130237102508545, 0.029774561524391174, 0.13521763682365417, -0.07820680737495422, 0.12728343904018402, -0.6782841086387634, -0.21664941310882568, -0.12168467044830322, -0.14091771841049194, -0.004842221736907959, -0.23944924771785736, -0.41438308358192444, -0.5992819666862488, -0.5669556260108948, -0.8349692821502686, -0.45280081033706665, 0.11452346295118332, 0.40343669056892395, -0.2287246584892273, -0.1099114641547203, 0.24884185194969177, 0.5099400281906128, 0.6216661930084229, 0.20028752088546753, -0.573855996131897, 0.39563971757888794, -0.3545648753643036, -0.14458350837230682, 0.394824355840683, -0.07362715899944305, 0.2501091957092285, 0.3458073139190674, 0.2234106808900833, 0.3579155504703522, -0.3823765814304352, -0.002273271093145013, 0.0057324557565152645, 0.8206742405891418, -0.08723501861095428, -0.10786785930395126, 0.19631178677082062, 0.01117727905511856, -0.45794448256492615, 0.11936881393194199, -0.7508454918861389, -0.4970039427280426, -0.7518154382705688, -0.058183085173368454, -0.41878077387809753, 0.34965288639068604, -0.31368759274482727, -0.3160463869571686, 0.4874507188796997, -0.9992011785507202, 0.167267844080925, -0.6621719002723694, 0.21777211129665375, -0.024622732773423195, -0.08383240550756454, -0.5261664390563965, 0.19094350934028625, 0.4118507504463196, -0.7110569477081299, -0.2821885049343109, -0.7168616652488708, 0.5206152200698853, 0.06418830156326294, 0.1752185821533203, -0.526384174823761, 0.09020676463842392, 0.7228963971138, 0.15023325383663177, 0.24210035800933838, 0.4470537006855011, 0.10182221978902817]"
고소,"[-0.16346700489521027, -0.23479467630386353, 0.230712428689003, -0.17787595093250275, 0.8191956281661987, 0.9296713471412659, -0.5925686955451965, 0.18699911236763, 0.3479708433151245, -0.09304201602935791, -0.028783364221453667, -0.22244520485401154, -0.3527875542640686, 0.08534839749336243, -0.07119086384773254, 0.7524908185005188, 0.4567190408706665, 0.7806987762451172, -0.25226056575775146, -0.21418249607086182, 0.14525635540485382, 0.3809441030025482, 0.17354734241962433, -0.22947394847869873, 0.7383630871772766, -0.1747293919324875, 0.3171372711658478, 0.3186335861682892, 0.277278333902359, 1.0075074434280396, 0.0476335808634758, 0.5325331687927246, 0.1609814465045929, -0.5489049553871155, -0.3242083787918091, 0.06397797167301178, 0.5400767922401428, -0.10910800099372864, 0.018853791058063507, -0.24654452502727509, -0.004776230547577143, -0.11430054157972336, -0.4693686366081238, -0.6226150989532471, -0.07759260386228561, 0.1298285871744156, 1.1001540422439575, -0.06424959003925323, -0.6360679864883423, -0.03874363377690315, 0.2150694876909256, -0.07435278594493866, -0.6927347779273987, 0.040026016533374786, 0.4679061472415924, 0.11399516463279724, 0.1835864931344986, 0.7241412997245789, 0.050945673137903214, -0.061218395829200745, -0.19059251248836517, 0.21569731831550598, 0.7926721572875977, -0.2117217630147934, -0.054691147059202194, 0.22745032608509064, 0.30688488483428955, 0.7361977100372314, -0.6145615577697754, 0.1898767203092575, -0.0021192762069404125, -0.3043997585773468, -0.10782906413078308, 0.02449251152575016, 0.9671934247016907, 0.34462302923202515, 0.1948617398738861, 0.4492356479167938, -0.1477111428976059, 0.41658148169517517, -0.35587364435195923, -0.4983910918235779, 0.026755597442388535, 0.4886530637741089, 0.1057027280330658, -0.08077472448348999, 0.14043763279914856, -0.15045851469039917, -0.2287832796573639, -0.3403739035129547, 0.12491012364625931, -0.1858770251274109, 0.5414181351661682, 0.6313610076904297, -0.20687906444072723, 0.5529052019119263, 0.08288988471031189, 0.4074665904045105, 0.5749830007553101, -0.10145001113414764]"
거북,"[-0.3471750020980835, -0.5495507121086121, -0.4154872000217438, -0.12146840989589691, 0.37038207054138184, 0.12410341948270798, 0.5958948731422424, -0.4171479046344757, -0.015965189784765244, 0.3356400430202484, 0.14641869068145752, 0.04715714603662491, -1.068868637084961, -0.2280493527650833, 0.4876810908317566, 0.7878647446632385, -0.16964608430862427, 0.1471930295228958, -0.04121658578515053, -0.05781148001551628, -0.5666496753692627, -0.13577480614185333, 0.3593999445438385, -0.12140648812055588, 0.4909975528717041, 0.07720881700515747, 0.17653466761112213, 0.15356117486953735, 0.033245887607336044, 0.2576965391635895, -0.24310894310474396, 0.7623504400253296, -0.327513724565506, -0.5265820026397705, -0.31991395354270935, 0.662412703037262, 0.565196692943573, -0.2576054632663727, -0.6758731007575989, -0.6006486415863037, -0.01940922811627388, -0.2553214728832245, 0.37525874376296997, -0.20386122167110443, 0.15966837108135223, 0.03281121328473091, 0.5064201354980469, 0.4440974295139313, 0.06976494938135147, -0.2626297175884247, -0.39133256673812866, -0.014862041920423508, -0.3174758553504944, -0.07949813455343246, -0.19528581202030182, 0.5904837846755981, -0.15846078097820282, 0.1312703639268875, 0.1865805685520172, -0.29542773962020874, -0.8195314407348633, -0.03577437996864319, -0.35285627841949463, 0.20448169112205505, -0.6561093926429749, 0.1252378523349762, 0.15164580941200256, -0.5612835884094238, -0.061949413269758224, -0.17739969491958618, -0.26332440972328186, -0.3168843984603882, 0.19260504841804504, 0.1702725738286972, -0.5051940679550171, 0.2187393307685852, -0.4839664399623871, -0.306856632232666, 0.4274608790874481, -0.43346449732780457, 0.2572127878665924, -0.2515692114830017, -0.05159281566739082, -0.20417049527168274, 0.15838609635829926, 0.23963382840156555, -0.15022140741348267, -0.08227027952671051, 0.6774085760116577, -0.5001752972602844, 0.12814012169837952, -0.6011900305747986, -0.29769468307495117, -0.033907536417245865, -0.5593854188919067, 0.763982355594635, 0.11339538544416428, 0.17373260855674744, 0.09409371763467789, 0.7737516164779663]"
